Descriptor ID,Fitness,Model,R2,Q2,R2Pred_Validation,R2Pred_Test
"[24L, 39L, 70L, 133L, 204L, 229L, 248L, 314L]",0.57,MLR,0.35,0.02,-0.52,0.35
"[66L, 105L, 233L, 264L, 371L, 378L]",0.61,MLR,0.27,-0.13,-0.51,-0.31
"[44L, 92L, 170L, 238L, 296L, 356L]",0.5,MLR,0.28,-0.08,0.03,0.08
"[109L, 110L, 113L, 253L, 264L, 265L, 295L]",0.94,MLR,0.3,-1.13,-0.67,-1.4
"[149L, 195L, 310L, 317L]",0.53,MLR,0.18,-0.08,-0.14,-0.17
"[4L, 37L, 46L, 75L, 124L, 138L, 215L, 368L]",0.53,MLR,0.29,-0.06,-0.17,0.02
"[146L, 157L, 271L, 318L]",0.49,MLR,0.15,-0.06,0.06,0.23
"[59L, 198L, 222L, 243L, 273L]",0.52,MLR,0.12,-0.08,-0.07,-0.29
"[36L, 42L, 198L, 220L, 245L, 282L, 303L, 356L]",0.61,MLR,0.28,-0.03,-0.65,-0.84
"[30L, 48L, 253L, 312L]",0.93,MLR,0.14,-1.13,-0.62,-1.31
"[28L, 38L, 53L, 170L, 246L]",0.42,MLR,0.37,0.08,0.18,0.09
"[83L, 128L, 190L, 233L, 256L, 305L, 324L]",0.56,MLR,0.23,-0.07,-0.34,-0.45
"[9L, 33L, 263L, 360L, 380L]",0.56,MLR,0.12,-0.15,-0.16,-0.09
"[2L, 43L, 120L, 181L, 193L, 213L, 250L, 262L, 290L, 303L, 344L, 363L]",0.56,MLR,0.55,0.06,-0.52,-0.07
"[36L, 156L, 284L, 294L]",0.5,MLR,0.17,-0.03,-0.04,0.29
"[23L, 61L, 85L, 93L, 117L, 141L, 145L, 170L, 174L, 178L, 326L]",0.42,MLR,0.63,0.26,-0.08,0.33
"[14L, 41L, 317L, 325L, 334L]",0.73,MLR,0.04,-0.68,-0.24,-0.03
"[50L, 71L, 72L, 107L, 114L, 270L, 301L]",0.56,MLR,0.24,0.01,-0.46,-0.26
"[22L, 102L, 108L, 185L, 293L, 309L]",0.71,MLR,0.14,-0.4,-0.6,-0.56
"[23L, 82L, 97L, 191L, 262L, 287L, 306L, 372L]",0.43,MLR,0.45,0.07,0.2,-0.9
"[45L, 55L, 99L, 113L, 242L, 262L, 271L, 347L]",0.66,MLR,0.38,-0.68,0.17,0.5
"[41L, 114L, 144L, 190L, 313L]",0.57,MLR,0.06,-0.24,-0.06,-0.21
"[57L, 153L, 174L, 179L, 279L, 296L]",0.52,MLR,0.13,-0.13,0.02,-0.35
"[161L, 195L, 254L, 369L]",0.54,MLR,0.09,-0.1,-0.14,-0.12
"[61L, 85L, 93L, 141L, 145L, 170L, 174L, 178L, 326L]",0.41,MLR,0.62,0.35,-0.19,0.26
"[43L, 195L, 266L, 315L]",0.64,MLR,0.16,-0.25,-0.45,-0.38
"[47L, 65L, 80L, 85L, 142L, 154L]",0.59,MLR,0.15,-0.12,-0.42,-0.02
"[16L, 60L, 83L, 195L, 269L, 289L, 320L]",0.47,MLR,0.27,0.0,0.09,0.3
"[68L, 154L, 192L, 331L, 353L, 377L]",0.72,MLR,0.27,0.07,-1.43,-1.04
"[132L, 246L, 265L, 358L]",0.63,MLR,0.02,-0.22,-0.45,-0.53
"[53L, 56L, 72L, 113L, 179L, 193L, 201L, 228L, 359L]",0.68,MLR,0.3,-0.1,-0.91,-0.61
"[107L, 166L, 223L, 237L, 257L, 333L, 352L]",0.44,MLR,0.29,-0.0,0.23,-0.0
"[19L, 41L, 86L, 109L, 144L, 157L, 224L, 227L, 324L, 335L, 363L, 365L, 376L]",0.67,MLR,0.36,-0.42,-0.36,-0.7
"[54L, 62L, 113L, 196L, 219L, 247L, 283L]",0.75,MLR,0.12,-0.24,-1.08,-0.34
"[69L, 74L, 123L, 126L, 202L, 225L, 264L, 265L, 380L]",0.65,MLR,0.41,-0.06,-0.81,-0.23
"[43L, 127L, 131L, 137L, 315L, 327L, 345L]",0.64,MLR,0.11,-0.17,-0.57,-0.73
"[105L, 205L, 253L, 277L, 281L, 299L, 305L, 357L, 371L]",1.19,MLR,0.28,-1.09,-2.08,-3.05
"[12L, 63L, 93L, 230L, 240L, 306L]",0.51,MLR,0.09,-0.15,0.12,-0.04
"[11L, 29L, 54L, 135L, 278L]",0.56,MLR,0.14,-0.08,-0.28,-0.72
"[1L, 159L, 283L, 307L, 309L, 348L, 354L]",0.54,MLR,0.2,-0.05,-0.24,-0.05
"[58L, 80L, 106L]",0.51,MLR,0.03,-0.13,0.09,-0.05
"[13L, 80L, 93L, 157L, 220L, 293L, 296L]",0.59,MLR,0.11,-0.25,-0.18,-0.12
"[4L, 43L, 45L, 64L, 150L, 176L, 284L, 295L, 340L, 378L]",0.57,MLR,0.31,-0.04,-0.44,-0.82
"[129L, 175L, 215L, 282L, 316L]",0.5,MLR,0.09,-0.13,0.09,-0.3
"[29L, 40L, 54L, 82L, 139L, 234L, 363L, 370L, 381L]",0.68,MLR,0.37,-0.36,-0.47,0.28
"[59L, 192L, 362L, 363L]",0.6,MLR,0.13,-0.03,-0.62,-0.6
"[105L, 126L, 218L, 273L, 298L, 376L]",0.57,MLR,0.08,-0.19,-0.17,-0.22
"[24L, 43L, 70L, 132L, 367L]",0.58,MLR,0.05,-0.21,-0.22,-0.41
"[23L, 54L, 100L, 121L, 154L, 275L]",0.61,MLR,0.26,-0.02,-0.69,-0.41
"[4L, 77L, 131L, 360L, 382L]",0.54,MLR,0.05,-0.22,0.05,-0.13
"[21L, 195L, 233L, 289L, 356L]",0.59,MLR,0.2,-0.01,-0.6,-0.6
"[66L, 153L, 166L, 223L, 281L, 296L, 306L, 353L, 358L, 371L]",1.28,MLR,0.3,-0.35,-3.86,-3.43
"[11L, 24L, 311L]",0.54,MLR,0.04,-0.17,-0.04,-0.15
"[121L, 262L, 268L, 369L]",0.49,MLR,0.26,-0.0,-0.02,0.06
"[72L, 119L, 142L, 240L, 292L]",0.53,MLR,0.09,-0.12,-0.08,-0.18
"[8L, 44L, 48L, 72L, 73L, 159L]",0.54,MLR,0.12,-0.19,-0.02,-0.24
"[90L, 256L, 310L]",0.45,MLR,0.15,-0.01,0.21,-0.13
"[14L, 44L, 97L, 115L, 151L, 162L, 243L]",0.87,MLR,0.1,-0.2,-1.83,-0.84
"[147L, 177L, 227L, 254L, 264L, 303L]",0.51,MLR,0.24,-0.15,0.12,0.05
"[88L, 107L, 175L, 178L, 195L, 270L, 279L, 323L]",0.49,MLR,0.36,0.09,-0.18,-0.05
"[1L, 108L, 114L, 194L, 309L, 320L]",0.69,MLR,0.18,-0.06,-1.03,-1.04
"[3L, 93L, 120L, 142L, 155L, 171L, 282L, 316L]",0.37,MLR,0.45,0.27,0.15,0.53
"[102L, 158L, 196L]",0.52,MLR,0.03,-0.12,-0.0,0.0
"[61L, 85L, 93L, 141L, 145L, 170L, 174L, 178L, 326L]",0.41,MLR,0.62,0.35,-0.19,0.26
"[23L, 61L, 85L, 93L, 117L, 141L, 145L, 170L, 174L, 178L, 326L]",0.42,MLR,0.63,0.26,-0.08,0.33
"[24L, 246L, 282L]",0.54,MLR,0.03,-0.11,-0.13,-0.16
"[59L, 128L, 195L, 218L]",0.56,MLR,0.19,0.0,-0.43,-0.26
"[34L, 44L, 129L, 139L, 219L, 233L, 268L, 361L]",0.81,MLR,0.34,-0.06,-1.72,-2.54
"[59L, 101L, 102L, 195L, 361L]",0.57,MLR,0.17,-0.16,-0.23,0.1
"[44L, 164L, 188L, 196L, 244L, 248L, 273L, 277L, 281L]",0.44,MLR,0.38,0.06,0.16,0.14
"[54L, 65L, 223L]",0.54,MLR,0.03,-0.15,-0.06,-0.12
"[7L, 72L, 95L, 105L, 110L, 151L, 197L, 367L]",0.66,MLR,0.21,-0.16,-0.7,-0.09
"[106L, 121L, 250L, 251L, 298L, 377L, 380L]",2.85,MLR,0.27,-0.12,-12.95,-127.1
"[123L, 137L, 251L]",5.07,MLR,0.19,0.06,-25.54,-301.56
"[85L, 149L, 250L, 251L, 326L]",2.68,MLR,0.21,-0.08,-12.08,-133.82
"[73L, 100L, 142L, 203L, 257L, 303L, 332L]",0.45,MLR,0.3,-0.05,0.29,-0.31
"[20L, 23L, 204L, 223L, 268L, 368L]",0.6,MLR,0.12,-0.42,0.05,0.15
"[12L, 20L, 81L, 152L, 186L, 209L, 322L, 345L, 369L, 371L]",0.87,MLR,0.34,-1.05,-0.37,-0.22
"[8L, 51L, 212L, 243L, 332L, 375L]",0.57,MLR,0.08,-0.21,-0.16,-0.28
"[39L, 48L, 54L, 106L, 154L, 338L]",0.58,MLR,0.23,-0.06,-0.46,-0.44
"[41L, 48L, 215L, 241L, 252L, 328L, 343L, 364L]",0.77,MLR,0.13,-0.34,-1.03,-0.89
"[36L, 91L, 171L, 207L, 277L, 292L]",0.55,MLR,0.31,-0.0,-0.35,-0.16
"[60L, 73L, 151L, 154L, 261L, 368L, 370L]",0.54,MLR,0.19,-0.17,-0.06,0.24
"[141L, 253L, 333L]",0.84,MLR,0.3,-0.79,-0.67,-2.13
"[226L, 281L, 326L, 378L]",0.88,MLR,0.23,0.08,-2.35,-1.25
"[29L, 56L, 144L, 296L, 320L, 374L]",0.56,MLR,0.09,-0.18,-0.1,-0.18
"[158L, 236L, 243L, 268L, 272L, 273L, 355L, 365L]",0.74,MLR,0.18,-0.32,-0.89,-0.55
"[60L, 68L, 107L, 185L, 337L]",0.55,MLR,0.09,-0.19,-0.06,-0.17
"[23L, 188L, 359L]",0.55,MLR,0.06,-0.11,-0.21,-0.29
"[46L, 80L, 104L, 146L, 262L, 363L]",0.48,MLR,0.27,-0.05,0.08,0.12
"[14L, 65L, 67L, 91L, 162L, 275L, 328L]",0.61,MLR,0.13,-0.21,-0.35,-0.01
"[99L, 210L, 291L, 296L, 340L]",0.52,MLR,0.01,-0.22,0.16,-0.4
"[98L, 187L, 241L, 356L]",0.5,MLR,0.12,-0.06,0.03,-0.02
"[12L, 90L, 100L, 121L, 184L, 290L]",0.68,MLR,0.17,-0.18,-0.81,-1.17
"[29L, 40L, 79L, 212L, 241L, 261L, 314L, 328L, 366L]",0.71,MLR,0.23,-0.15,-0.99,-1.01
"[36L, 144L, 164L, 275L, 360L, 366L, 381L]",0.54,MLR,0.27,-0.17,-0.03,0.05
"[51L, 97L, 172L, 208L, 244L, 324L, 361L]",0.52,MLR,0.2,-0.14,0.06,-0.22
"[163L, 300L, 372L, 383L]",0.53,MLR,0.01,-0.18,0.02,0.02
"[29L, 51L, 229L, 255L]",0.53,MLR,0.11,-0.1,-0.09,-0.31
"[34L, 46L, 60L]",0.58,MLR,0.09,-0.1,-0.36,-0.49
"[94L, 184L, 186L, 202L, 212L, 230L, 257L, 375L]",0.55,MLR,0.25,-0.14,-0.15,-0.49
"[146L, 216L, 350L, 373L]",0.57,MLR,0.07,-0.12,-0.29,-0.22
"[17L, 86L, 99L, 136L, 145L, 325L, 381L]",0.56,MLR,0.11,-0.17,-0.15,-0.17
"[138L, 178L, 257L, 305L, 313L, 329L, 350L, 367L]",0.47,MLR,0.35,0.07,-0.07,-0.25
"[128L, 131L, 194L, 203L, 363L]",0.57,MLR,0.09,-0.18,-0.21,-0.24
"[88L, 144L, 253L, 287L, 342L]",0.8,MLR,0.27,-0.34,-1.17,-1.64
"[69L, 164L, 256L, 302L, 311L]",0.57,MLR,0.34,-0.02,-0.46,-0.19
"[12L, 43L, 64L, 345L, 347L]",0.59,MLR,0.18,-0.07,-0.45,-0.28
"[61L, 85L, 93L, 141L, 145L, 170L, 174L, 178L, 326L]",0.41,MLR,0.62,0.35,-0.19,0.26
"[31L, 36L, 47L, 69L, 230L, 231L, 268L, 372L]",0.67,MLR,0.34,-0.33,-0.48,-0.51
"[73L, 318L, 327L, 363L]",0.59,MLR,0.15,-0.27,-0.16,-0.3
"[59L, 70L, 85L, 370L]",0.5,MLR,0.08,-0.13,0.14,-0.06
"[6L, 162L, 164L, 185L, 188L, 229L, 252L, 361L]",0.53,MLR,0.37,0.06,-0.39,-0.26
"[133L, 206L, 250L, 265L, 270L, 314L]",0.5,MLR,0.4,0.18,-0.39,0.18
"[110L, 149L, 210L, 316L]",0.57,MLR,-0.02,-0.28,-0.01,-0.28
"[1L, 137L, 217L, 228L, 318L]",0.58,MLR,0.24,0.0,-0.55,-0.67
"[20L, 197L, 215L, 216L, 238L, 308L, 312L, 346L]",0.59,MLR,0.18,-0.14,-0.34,-0.23
"[18L, 39L, 48L, 132L, 147L, 190L, 206L, 347L, 381L]",0.56,MLR,0.16,-0.25,0.01,0.05
"[35L, 36L, 54L, 228L, 265L, 352L]",0.59,MLR,0.12,-0.15,-0.35,-0.14
"[3L, 93L, 120L, 142L, 155L, 171L, 282L, 316L]",0.37,MLR,0.45,0.27,0.15,0.53
"[52L, 67L, 114L, 119L, 164L, 178L, 304L, 318L, 340L]",0.61,MLR,0.42,0.05,-0.77,-0.01
"[89L, 150L, 180L, 374L]",0.53,MLR,0.02,-0.21,0.06,-0.01
"[224L, 288L, 298L, 316L, 333L, 365L]",0.59,MLR,0.05,-0.33,-0.05,-0.08
"[14L, 108L, 139L, 222L, 227L]",0.71,MLR,0.2,0.02,-1.32,-0.15
"[78L, 114L, 135L, 173L, 204L, 218L, 232L, 243L, 286L]",0.59,MLR,0.25,-0.08,-0.49,-0.19
"[2L, 11L, 69L, 100L, 112L, 210L, 231L, 328L]",0.84,MLR,0.32,-0.06,-1.86,-1.11
"[3L, 58L, 94L, 272L]",0.59,MLR,0.03,-0.23,-0.21,-0.34
"[52L, 181L, 224L, 267L, 297L, 311L, 316L]",0.63,MLR,0.22,-0.47,-0.01,0.19
"[6L, 24L, 220L, 256L, 313L]",0.58,MLR,0.15,-0.05,-0.46,-0.56
"[121L, 227L, 255L, 271L, 305L, 342L, 361L, 371L]",0.56,MLR,0.27,-0.05,-0.32,-0.22
"[86L, 115L, 302L, 307L, 356L, 363L]",0.57,MLR,0.17,-0.11,-0.32,-0.37
"[67L, 285L, 297L]",3.37,MLR,0.12,-0.01,-16.01,-17.02
"[6L, 101L, 178L, 205L]",0.62,MLR,0.13,-0.08,-0.62,-0.64
"[116L, 211L, 325L]",0.58,MLR,0.06,-0.1,-0.39,-0.63
"[44L, 134L, 161L, 183L, 196L, 212L, 323L, 357L]",0.65,MLR,0.27,-0.09,-0.8,-0.67
"[75L, 183L, 266L, 330L]",0.51,MLR,0.11,-0.13,0.09,0.03
"[77L, 93L, 105L, 145L, 162L, 167L, 173L, 193L]",0.47,MLR,0.29,-0.04,0.15,0.25
"[74L, 118L, 143L, 215L, 223L]",0.59,MLR,0.2,-0.05,-0.5,-0.25
"[23L, 43L, 130L]",0.53,MLR,0.02,-0.17,0.01,-0.01
"[61L, 85L, 93L, 141L, 145L, 170L, 174L, 178L, 316L]",0.37,MLR,0.6,0.26,0.21,0.46
"[29L, 33L, 65L, 102L, 174L, 175L, 176L, 181L, 199L, 254L, 374L]",0.9,MLR,0.34,-0.22,-1.93,-2.82
"[124L, 193L, 200L, 258L, 273L]",0.58,MLR,0.24,-0.07,-0.43,-0.08
"[141L, 304L, 326L]",0.43,MLR,0.21,0.1,0.1,0.16
"[35L, 97L, 187L, 214L, 236L, 249L, 265L, 376L]",0.62,MLR,0.15,-0.34,-0.2,-0.32
"[113L, 180L, 285L]",2.05,MLR,0.03,-0.16,-8.44,-7.99
"[142L, 194L, 352L]",0.49,MLR,0.18,0.06,-0.17,-0.1
"[97L, 185L, 261L]",0.51,MLR,0.05,-0.08,0.01,0.02
"[77L, 166L, 180L, 294L, 315L]",0.51,MLR,0.15,-0.19,0.17,-0.05
"[48L, 56L, 81L, 141L, 154L, 160L, 199L, 258L, 282L, 296L, 313L, 319L, 361L]",0.48,MLR,0.4,0.04,-0.07,-1.0
"[15L, 34L, 58L, 78L, 138L, 154L, 200L, 254L, 328L, 333L]",2.48,MLR,0.26,-5.98,-1.06,-1.17
"[49L, 78L, 154L, 194L, 210L, 277L, 333L]",0.7,MLR,0.25,-0.46,-0.46,-0.05
"[45L, 129L, 195L, 197L, 244L, 259L, 343L, 346L, 356L]",0.84,MLR,0.07,-0.35,-1.37,-2.05
"[101L, 108L, 112L, 128L, 256L, 267L]",1.0,MLR,0.22,-1.77,0.1,0.04
"[59L, 104L, 149L, 161L, 258L, 263L, 285L, 298L, 301L, 316L]",3.58,MLR,-0.11,-0.6,-16.19,-17.77
"[49L, 59L, 105L, 128L, 304L, 329L, 355L, 372L]",0.96,MLR,0.15,-0.24,-2.25,-1.65
"[15L, 37L, 83L, 101L, 128L, 323L]",0.65,MLR,0.28,-0.06,-0.8,-0.52
"[61L, 85L, 93L, 141L, 145L, 170L, 174L, 178L, 326L]",0.41,MLR,0.62,0.35,-0.19,0.26
"[44L, 69L, 77L, 144L, 203L]",0.62,MLR,0.26,0.03,-0.8,-0.39
"[3L, 19L, 58L, 65L, 66L, 194L, 216L, 218L, 347L, 349L]",0.53,MLR,0.4,0.11,-0.43,-0.15
"[106L, 178L, 238L, 258L, 357L]",0.5,MLR,0.05,-0.2,0.2,0.01
"[24L, 96L, 186L, 274L]",0.9,MLR,0.13,-1.16,-0.4,0.0
"[10L, 41L, 163L, 325L, 355L]",0.59,MLR,0.14,-0.18,-0.28,-0.27
"[3L, 93L, 120L, 142L, 155L, 171L, 282L, 316L]",0.37,MLR,0.45,0.27,0.15,0.53
"[108L, 220L, 364L]",0.51,MLR,0.02,-0.13,0.04,-0.07
"[183L, 273L, 305L, 337L]",0.48,MLR,0.14,-0.03,0.07,-0.04
"[98L, 140L, 248L, 250L, 339L, 345L]",0.51,MLR,0.18,-0.05,-0.07,0.21
"[8L, 86L, 115L, 139L, 148L, 181L, 342L, 369L]",0.59,MLR,0.16,-0.16,-0.33,-0.4
"[42L, 152L, 156L, 164L, 366L, 376L]",0.45,MLR,0.42,0.21,-0.17,0.17
"[4L, 39L, 92L, 151L, 165L, 231L, 296L, 297L]",0.58,MLR,0.16,-0.22,-0.15,-0.0
"[28L, 35L, 41L, 172L, 173L, 285L, 334L, 379L]",5.64,MLR,0.27,-0.17,-28.33,-34.09
"[69L, 215L, 307L, 359L]",0.6,MLR,0.27,0.07,-0.79,-0.27
"[54L, 78L, 108L, 245L, 357L]",0.83,MLR,0.09,-0.08,-1.8,-1.25
"[130L, 133L, 196L, 204L, 236L, 278L, 309L, 370L]",0.63,MLR,0.23,-0.13,-0.58,-0.5
"[92L, 95L, 98L, 182L, 233L, 264L, 355L]",0.53,MLR,0.34,-0.21,0.07,0.27
"[16L, 17L, 176L]",0.51,MLR,0.06,-0.08,0.01,0.23
"[19L, 114L, 149L, 221L, 290L, 319L]",0.49,MLR,0.15,-0.09,0.11,0.29
"[104L, 117L, 161L, 333L, 344L]",0.52,MLR,0.09,-0.08,-0.09,-0.05
"[31L, 222L, 288L]",0.56,MLR,0.05,-0.16,-0.2,-0.24
"[29L, 68L, 117L, 132L, 328L, 335L, 372L]",0.77,MLR,0.21,-0.14,-1.37,-1.12
"[30L, 59L, 72L, 119L, 158L, 168L, 217L, 332L]",0.78,MLR,0.14,-0.36,-1.04,-1.8
"[19L, 25L, 92L, 232L, 285L, 304L, 328L]",5.82,MLR,0.25,-0.01,-29.6,-36.97
"[11L, 132L, 149L, 272L, 284L]",0.62,MLR,-0.04,-0.38,-0.14,-0.27
"[28L, 110L, 138L, 203L, 308L]",0.46,MLR,0.19,0.02,0.07,0.03
"[21L, 50L, 272L, 283L, 318L]",0.59,MLR,0.12,-0.22,-0.24,-0.14
"[2L, 37L, 53L, 109L, 278L, 365L]",0.6,MLR,0.14,-0.14,-0.41,-0.8
"[1L, 26L, 29L, 35L, 117L, 155L, 168L, 176L, 222L, 292L, 324L, 340L, 359L]",1.34,MLR,0.44,-0.84,-3.38,-4.09
"[121L, 285L, 321L, 376L]",2.56,MLR,0.14,-0.07,-11.4,-10.74
"[70L, 138L, 194L, 234L, 319L, 377L]",0.55,MLR,0.22,-0.03,-0.33,-0.17
"[79L, 153L, 179L, 193L, 311L, 327L, 329L, 334L, 348L]",0.63,MLR,0.21,-0.38,-0.21,0.08
"[30L, 42L, 49L, 257L, 287L, 347L, 367L, 371L]",0.67,MLR,0.28,-0.07,-0.9,-0.67
"[140L, 260L, 344L, 359L]",0.48,MLR,0.3,0.04,-0.02,-0.02
"[61L, 85L, 93L, 141L, 145L, 170L, 174L, 178L, 316L]",0.37,MLR,0.6,0.26,0.21,0.46
"[39L, 100L, 149L, 159L, 215L, 240L, 245L, 346L]",0.65,MLR,0.14,-0.18,-0.63,-0.69
"[11L, 16L, 167L, 187L, 225L, 237L, 291L, 307L, 345L, 354L]",0.61,MLR,0.53,0.28,-1.17,-0.54
"[59L, 82L, 192L, 300L, 352L]",0.56,MLR,0.07,-0.15,-0.17,-0.1
"[13L, 69L, 121L, 172L, 180L]",0.6,MLR,0.24,0.0,-0.64,-0.19
"[30L, 77L, 141L, 169L, 238L]",0.54,MLR,0.18,0.03,-0.35,-0.2
"[45L, 57L, 205L]",0.53,MLR,0.01,-0.19,0.06,0.02
"[7L, 71L, 157L, 216L]",0.54,MLR,0.16,-0.04,-0.23,-0.41
"[130L, 142L, 164L, 168L, 328L]",0.56,MLR,0.29,-0.31,0.09,0.15
"[5L, 40L, 62L, 123L, 172L, 241L, 323L, 340L, 362L]",1.02,MLR,0.03,-0.71,-1.8,-1.34
"[7L, 21L, 59L, 125L, 296L]",0.55,MLR,0.09,-0.14,-0.16,-0.32
"[1L, 63L, 102L, 128L, 134L, 204L, 252L, 272L, 273L, 278L]",0.74,MLR,0.2,-0.32,-0.89,-1.0
"[36L, 112L, 114L, 179L, 231L, 234L, 359L, 364L, 380L]",0.61,MLR,0.29,-0.07,-0.61,0.12
"[96L, 112L, 222L, 362L, 375L, 383L]",0.58,MLR,0.1,-0.17,-0.23,-0.5
"[149L, 207L, 245L, 269L, 280L, 288L, 306L, 336L, 366L]",0.66,MLR,0.26,-0.23,-0.63,-0.39
"[88L, 109L, 215L, 247L, 258L, 264L, 322L, 353L, 384L]",0.98,MLR,0.35,-0.95,-1.19,-0.9
"[37L, 44L, 140L, 215L, 349L, 376L]",0.68,MLR,0.1,-0.16,-0.8,-0.85
"[149L, 359L, 378L]",0.52,MLR,0.07,-0.15,0.02,-0.5
"[43L, 58L, 186L, 208L, 244L, 245L, 257L]",0.48,MLR,0.22,-0.23,0.42,0.01
"[45L, 57L, 66L, 249L, 303L, 355L, 375L]",0.66,MLR,0.2,-0.3,-0.47,-0.48
"[100L, 212L, 359L]",0.64,MLR,0.08,-0.08,-0.74,-1.1
"[32L, 57L, 96L, 128L, 376L, 378L]",0.55,MLR,0.18,-0.05,-0.31,-0.22
"[26L, 83L, 166L, 171L, 234L, 263L]",1.05,MLR,0.27,-1.96,0.13,0.26
"[8L, 21L, 77L, 97L, 106L, 153L, 155L, 176L, 242L, 340L, 372L, 378L]",0.81,MLR,0.15,-0.94,-0.26,-0.33
"[3L, 93L, 120L, 142L, 155L, 171L, 282L, 316L]",0.37,MLR,0.45,0.27,0.15,0.53
"[21L, 110L, 125L, 140L, 292L, 299L, 347L]",0.58,MLR,0.2,-0.13,-0.32,-0.52
"[165L, 260L, 273L, 286L, 290L, 324L, 373L, 382L]",0.57,MLR,0.31,-0.15,-0.21,-0.04
"[3L, 88L, 110L, 124L, 249L, 288L, 308L, 377L]",0.48,MLR,0.33,-0.04,0.09,-0.35
"[3L, 74L, 127L, 139L, 162L, 206L, 216L, 272L]",0.56,MLR,0.12,-0.29,0.04,-0.1
"[2L, 3L, 251L, 351L, 378L]",5.1,MLR,0.16,-0.16,-25.35,-308.98
"[11L, 128L, 167L, 191L, 255L, 320L, 379L]",0.53,MLR,0.28,-0.07,-0.15,-0.04
"[22L, 88L, 111L, 167L, 277L]",0.5,MLR,0.21,0.0,-0.08,-0.19
"[0L, 9L, 26L, 28L, 226L, 281L, 311L, 350L]",4.19,MLR,0.14,-11.38,-1.48,-0.35
"[109L, 133L, 185L]",0.54,MLR,0.02,-0.13,-0.09,-0.31
"[126L, 178L, 268L, 341L]",0.51,MLR,0.09,-0.11,0.03,-0.05
"[27L, 52L, 142L, 153L, 168L, 198L, 225L, 274L, 333L]",0.7,MLR,0.2,-0.77,0.07,-0.64
"[153L, 252L, 298L]",0.52,MLR,0.05,-0.09,-0.08,-0.13
"[66L, 111L, 152L]",0.48,MLR,0.17,0.03,-0.03,-0.13
"[3L, 22L, 89L, 190L, 333L, 343L]",0.87,MLR,0.1,-0.32,-1.6,-1.62
"[21L, 100L, 103L, 239L, 304L, 319L, 324L]",0.64,MLR,0.12,-0.3,-0.39,-0.76
"[93L, 135L, 229L, 246L, 250L, 270L, 350L, 383L]",0.55,MLR,0.5,0.25,-0.78,0.09
"[14L, 93L, 105L, 136L, 213L, 240L, 254L, 328L, 348L, 367L]",0.93,MLR,0.11,-0.47,-1.71,-1.5
"[20L, 29L, 126L, 148L, 173L, 184L, 241L, 340L]",0.7,MLR,0.22,-0.64,-0.14,-0.79
"[121L, 218L, 375L]",0.6,MLR,0.1,-0.05,-0.55,-0.67
"[14L, 144L, 168L, 176L, 224L, 228L, 253L, 257L, 261L]",0.84,MLR,0.33,-0.82,-0.61,-0.12
"[49L, 66L, 210L, 242L, 381L]",0.55,MLR,0.11,-0.22,-0.02,-0.2
"[5L, 62L, 146L, 166L, 284L, 299L, 374L, 377L]",0.81,MLR,0.03,-0.42,-1.11,-0.92
"[61L, 85L, 93L, 141L, 145L, 170L, 174L, 178L, 316L]",0.37,MLR,0.6,0.26,0.21,0.46
"[13L, 57L, 77L, 115L, 168L, 184L, 242L, 247L, 270L, 311L, 316L]",0.56,MLR,0.29,-0.14,-0.2,-0.32
"[2L, 157L, 191L, 235L, 238L, 263L, 269L]",0.55,MLR,0.14,-0.27,0.07,0.27
"[74L, 180L, 216L, 298L, 365L, 379L]",0.48,MLR,0.22,-0.05,0.08,0.05
"[72L, 132L, 198L, 243L, 291L, 369L, 381L]",0.49,MLR,0.17,-0.08,0.11,-1.15
"[66L, 77L, 138L, 236L, 246L, 346L, 373L]",0.58,MLR,0.16,-0.15,-0.26,-0.25
"[3L, 93L, 120L, 142L, 155L, 170L, 174L, 178L, 316L]",0.38,MLR,0.52,0.14,0.35,0.49
"[42L, 100L, 121L, 124L, 156L, 170L, 246L, 291L]",0.49,MLR,0.37,0.0,-0.06,-1.43
"[117L, 172L, 175L, 213L, 226L, 262L, 311L]",0.53,MLR,0.38,-0.03,-0.2,-0.51
"[11L, 32L, 63L, 70L, 114L, 141L, 380L]",0.44,MLR,0.25,-0.03,0.28,0.36
"[28L, 101L, 139L, 266L, 278L]",0.43,MLR,0.32,0.21,-0.06,-0.02
"[72L, 117L, 174L, 232L, 270L]",0.56,MLR,0.17,-0.05,-0.32,-0.24
"[8L, 17L, 58L, 159L, 162L, 166L, 173L, 174L, 215L, 312L, 323L, 345L]",0.74,MLR,0.3,-0.1,-1.28,-1.36
"[7L, 132L, 190L]",0.57,MLR,0.06,-0.09,-0.36,-0.56
"[39L, 109L, 318L]",0.48,MLR,0.06,-0.09,0.14,-0.06
"[6L, 286L, 324L]",0.57,MLR,0.11,-0.04,-0.44,-0.52
"[12L, 44L, 229L, 266L, 294L, 330L]",0.62,MLR,0.12,-0.47,0.0,0.05
"[31L, 222L, 327L, 368L, 372L]",0.66,MLR,0.08,-0.22,-0.63,-0.5
"[7L, 111L, 126L, 128L, 176L, 274L, 312L]",0.73,MLR,0.05,-0.33,-0.84,-1.31
"[3L, 10L, 17L, 111L, 227L, 242L, 302L, 331L]",0.74,MLR,0.37,-0.23,-1.05,-1.44
"[6L, 15L, 70L, 90L, 116L, 129L, 305L, 328L]",0.77,MLR,0.17,-0.18,-1.27,-0.88
