Descriptor ID,Fitness,Model,R2,Q2,R2Pred_Validation,R2Pred_Test
"[30L, 44L, 144L, 172L, 178L, 182L, 183L, 301L, 379L]",0.72,MLR,0.27,-0.03,-1.24,-1.05
"[25L, 94L, 270L, 313L, 339L, 351L, 360L]",0.69,MLR,0.18,-0.26,-0.73,-0.76
"[141L, 176L, 297L]",0.47,MLR,0.15,0.03,-0.01,0.11
"[42L, 88L, 126L, 227L, 233L]",0.52,MLR,0.14,-0.07,-0.07,0.16
"[141L, 196L, 278L]",0.49,MLR,0.21,0.11,-0.22,-0.26
"[6L, 48L, 96L, 161L, 175L, 214L]",0.55,MLR,0.17,-0.09,-0.24,-0.4
"[29L, 39L, 119L, 202L, 235L, 320L]",0.56,MLR,0.13,-0.17,-0.16,-0.41
"[73L, 110L, 168L, 195L, 213L, 266L, 320L]",0.53,MLR,0.22,-0.24,0.13,-0.08
"[29L, 86L, 128L, 148L, 226L, 274L, 315L, 361L]",0.48,MLR,0.28,-0.05,0.11,-0.16
"[72L, 76L, 82L, 92L, 216L, 304L, 341L]",0.59,MLR,0.05,-0.29,-0.13,-0.16
"[104L, 121L, 127L, 157L, 346L, 366L]",0.54,MLR,0.16,-0.11,-0.14,0.1
"[49L, 214L, 225L, 285L]",4.39,MLR,0.1,-0.12,-21.5,-23.78
"[0L, 14L, 20L, 70L, 131L, 192L, 209L, 248L]",0.79,MLR,0.21,-0.25,-1.31,-0.24
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L, 384L]",0.27,MLR,0.67,0.43,0.45,0.6
"[10L, 29L, 114L, 168L, 193L, 323L, 333L]",0.75,MLR,0.23,-0.07,-1.38,-1.02
"[54L, 260L, 285L, 295L, 344L]",1.98,MLR,0.3,0.05,-8.4,-7.52
"[1L, 26L, 46L, 97L, 120L, 239L, 268L, 341L, 360L]",1.45,MLR,0.19,-2.45,-1.29,-1.13
"[14L, 221L, 227L, 250L, 313L, 381L]",0.64,MLR,0.17,-0.07,-0.76,-0.16
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[19L, 75L, 85L, 125L, 195L, 201L, 227L, 239L, 329L]",0.56,MLR,0.37,0.08,-0.57,-0.52
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L]",0.28,MLR,0.66,0.43,0.42,0.66
"[105L, 188L, 198L, 201L]",0.45,MLR,0.26,0.1,0.0,-0.05
"[24L, 40L, 115L, 185L, 217L, 256L, 352L, 381L]",0.6,MLR,0.21,-0.38,-0.04,-0.2
"[219L, 235L, 280L, 297L, 347L]",0.46,MLR,0.18,-0.03,0.19,0.15
"[81L, 94L, 115L, 196L, 221L, 253L, 344L]",1.33,MLR,0.23,-2.09,-1.21,-1.69
"[0L, 14L, 45L, 74L, 76L, 103L, 109L, 189L, 213L, 225L, 289L, 296L]",3.7,MLR,0.42,-8.46,-3.68,-2.17
"[32L, 67L, 89L, 96L, 123L, 199L, 260L, 363L]",0.62,MLR,0.44,-0.22,-0.4,-0.05
"[41L, 166L, 242L, 294L]",0.51,MLR,0.12,-0.08,-0.01,0.01
"[107L, 185L, 195L, 217L, 238L, 325L]",0.64,MLR,0.14,-0.13,-0.66,-0.48
"[87L, 185L, 204L, 228L, 255L, 287L, 322L]",0.58,MLR,0.17,-0.22,-0.2,-0.21
"[1L, 189L, 250L, 288L, 314L, 327L, 381L]",1.22,MLR,0.14,-2.33,-0.17,0.09
"[15L, 72L, 278L]",0.58,MLR,0.16,0.03,-0.56,-0.79
"[158L, 227L, 278L, 333L, 338L, 350L]",0.67,MLR,0.23,-0.04,-0.96,-1.3
"[83L, 121L, 317L, 327L]",0.7,MLR,0.09,-0.66,-0.11,-0.24
"[12L, 19L, 54L, 193L, 279L, 315L, 343L, 357L]",0.56,MLR,0.26,-0.07,-0.31,-0.2
"[138L, 150L, 267L, 339L]",0.42,MLR,0.32,0.16,0.05,0.18
"[6L, 32L, 51L, 89L, 115L, 127L, 138L, 179L, 186L, 257L]",0.82,MLR,0.2,-0.53,-0.98,-0.92
"[27L, 55L, 321L, 371L]",0.57,MLR,0.05,-0.16,-0.22,-0.18
"[70L, 138L, 180L, 239L, 281L, 300L, 302L, 344L, 377L, 383L]",0.6,MLR,0.24,-0.07,-0.52,-0.27
"[332L, 336L, 343L, 348L]",0.82,MLR,0.07,-1.12,0.01,-0.12
"[30L, 117L, 207L, 218L, 249L, 275L, 305L, 347L, 375L]",0.55,MLR,0.31,-0.2,-0.04,-0.06
"[54L, 75L, 107L, 229L, 272L, 296L]",0.61,MLR,0.11,-0.2,-0.39,-0.33
"[21L, 60L, 181L, 194L, 222L]",0.57,MLR,0.12,-0.23,-0.11,-0.23
"[181L, 254L, 291L]",0.51,MLR,0.01,-0.16,0.14,-0.61
"[82L, 91L, 117L, 225L, 238L, 275L, 363L]",0.62,MLR,0.13,-0.29,-0.29,-0.38
"[110L, 210L, 223L, 351L]",0.59,MLR,0.06,-0.14,-0.36,-0.19
"[43L, 55L, 75L, 87L, 186L, 283L, 288L]",0.78,MLR,0.12,-0.49,-0.85,-0.55
"[73L, 191L, 222L, 230L, 299L]",0.68,MLR,0.28,0.09,-1.25,-1.29
"[113L, 123L, 229L, 259L, 264L, 285L, 311L, 337L]",3.27,MLR,0.28,-0.34,-14.9,-15.51
"[27L, 47L, 59L, 60L, 142L, 161L, 334L, 368L]",0.86,MLR,0.18,-1.09,-0.28,-0.44
"[85L, 135L, 262L]",0.44,MLR,0.23,0.09,0.09,-0.02
"[71L, 80L, 108L, 123L, 137L, 152L, 155L, 257L, 267L, 383L]",0.48,MLR,0.48,0.15,-0.24,0.0
"[74L, 154L, 218L, 328L, 332L]",0.81,MLR,0.2,-0.51,-0.94,-0.6
"[43L, 53L, 96L, 114L, 187L, 198L, 304L, 313L, 319L]",0.4,MLR,0.48,0.23,0.07,0.34
"[16L, 69L, 137L, 152L, 158L, 204L, 210L, 215L, 218L, 303L, 382L]",0.6,MLR,0.51,0.18,-0.98,-0.34
"[28L, 61L, 78L, 135L, 146L]",0.7,MLR,-0.06,-0.55,-0.3,-0.27
"[37L, 66L, 87L, 109L, 114L, 237L, 367L]",0.6,MLR,0.16,-0.36,-0.06,-0.65
"[99L, 145L, 248L, 270L, 291L, 298L, 352L]",0.48,MLR,0.31,0.05,-0.09,0.07
"[2L, 8L, 61L, 67L, 120L, 299L, 345L]",0.55,MLR,0.33,0.14,-0.62,-0.34
"[16L, 177L, 189L, 210L, 225L, 335L]",0.81,MLR,0.22,-0.36,-1.2,-0.47
"[12L, 34L, 73L, 180L]",0.55,MLR,0.16,-0.05,-0.3,-0.26
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L, 384L]",0.27,MLR,0.67,0.43,0.45,0.6
"[23L, 142L, 219L, 232L, 244L]",0.54,MLR,0.11,-0.09,-0.19,-0.07
"[34L, 76L, 120L]",0.8,MLR,0.1,-0.8,-0.43,-0.54
"[1L, 83L, 183L, 290L, 292L]",0.6,MLR,0.29,0.08,-0.79,-2.18
"[13L, 16L, 20L, 271L, 347L]",0.6,MLR,0.33,0.11,-0.82,-0.01
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[75L, 215L, 251L, 356L]",3.66,MLR,0.18,-0.03,-17.6,-199.83
"[58L, 273L, 284L, 312L]",0.5,MLR,0.1,-0.06,-0.02,-0.19
"[101L, 239L, 382L]",0.5,MLR,0.0,-0.11,0.06,-0.0
"[76L, 177L, 320L, 332L]",0.63,MLR,0.08,-0.33,-0.28,-0.1
"[17L, 26L, 166L, 288L, 339L]",0.97,MLR,0.12,-1.5,-0.18,0.07
"[57L, 105L, 349L, 367L, 368L]",0.57,MLR,0.01,-0.27,-0.04,-0.2
"[70L, 160L, 184L, 198L, 216L, 226L, 326L]",0.72,MLR,0.16,-0.78,-0.02,-0.19
"[151L, 159L, 211L, 253L, 297L, 312L]",0.7,MLR,0.21,-0.05,-1.11,-3.79
"[103L, 159L, 247L, 286L]",0.54,MLR,0.05,-0.1,-0.13,-0.05
"[106L, 237L, 278L, 292L, 382L]",0.63,MLR,0.16,-0.04,-0.73,-1.11
"[57L, 100L, 105L, 113L, 174L, 276L]",0.57,MLR,0.07,-0.3,0.02,-0.3
"[24L, 105L, 142L, 305L, 344L, 382L]",0.58,MLR,0.18,-0.09,-0.41,-0.26
"[194L, 270L, 289L]",0.51,MLR,0.17,0.03,-0.24,-0.14
"[0L, 23L, 115L, 290L, 324L, 337L]",0.57,MLR,0.14,-0.12,-0.31,-0.53
"[32L, 71L, 97L, 138L, 147L, 175L, 307L, 339L]",0.52,MLR,0.35,0.13,-0.4,-0.41
"[227L, 289L, 369L, 371L, 377L]",0.49,MLR,0.25,-0.0,-0.01,0.04
"[19L, 29L, 74L, 132L, 146L, 214L, 234L, 318L]",0.55,MLR,0.4,0.13,-0.61,-0.48
"[72L, 188L, 352L]",0.5,MLR,0.05,-0.08,0.04,-0.17
"[6L, 82L, 201L, 272L, 277L, 355L]",0.71,MLR,0.23,-0.15,-1.02,-0.74
"[66L, 69L, 76L, 302L]",0.65,MLR,0.2,-0.02,-0.88,-0.48
"[20L, 85L, 139L, 151L, 185L, 236L, 308L, 310L, 364L]",0.52,MLR,0.21,-0.11,-0.02,0.09
"[9L, 23L, 97L, 140L, 259L]",0.51,MLR,0.09,-0.14,0.07,-0.23
"[144L, 239L, 289L, 312L]",0.55,MLR,0.06,-0.12,-0.19,-0.12
"[13L, 135L, 254L]",0.59,MLR,0.0,-0.19,-0.3,-0.19
"[40L, 56L, 62L, 69L, 90L, 96L, 171L, 297L]",0.42,MLR,0.47,0.25,-0.06,0.67
"[15L, 150L, 230L, 262L, 284L, 311L]",0.57,MLR,0.38,0.1,-0.67,0.11
"[293L, 297L, 354L, 374L]",0.58,MLR,0.24,0.05,-0.63,-0.7
"[242L, 264L, 326L, 328L, 340L, 359L]",0.49,MLR,0.25,-0.05,0.03,-0.01
"[11L, 169L, 203L, 291L, 305L, 365L]",0.52,MLR,0.12,-0.12,-0.03,-0.99
"[1L, 70L, 157L, 164L, 256L, 333L, 337L]",0.57,MLR,0.31,-0.12,-0.29,-0.04
"[23L, 89L, 123L, 127L, 157L, 304L]",0.55,MLR,0.16,-0.25,0.07,0.1
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.27,MLR,0.66,0.45,0.41,0.66
"[92L, 107L, 108L, 152L, 235L, 239L, 355L, 380L]",0.56,MLR,0.28,0.04,-0.51,-0.49
"[4L, 50L, 56L, 61L, 64L, 102L, 149L, 247L, 300L, 368L, 383L]",0.71,MLR,0.29,-0.58,-0.28,-0.52
"[2L, 84L, 153L, 200L, 240L, 318L, 377L]",0.44,MLR,0.3,0.07,0.12,0.08
"[135L, 154L, 229L, 233L, 267L, 308L, 311L, 343L, 360L]",0.53,MLR,0.41,0.14,-0.49,0.07
"[123L, 231L, 250L, 273L, 312L]",0.51,MLR,0.16,-0.08,-0.0,0.03
"[40L, 58L, 203L, 218L, 222L, 334L, 375L]",0.62,MLR,0.1,-0.25,-0.34,-0.44
"[78L, 156L, 213L, 247L, 368L]",0.59,MLR,0.19,-0.07,-0.46,-0.11
"[95L, 123L, 167L, 207L, 213L, 233L]",0.47,MLR,0.35,0.07,-0.06,0.32
"[168L, 188L, 236L, 279L, 316L, 337L]",0.6,MLR,0.04,-0.3,-0.15,-0.2
"[172L, 261L, 322L, 361L, 363L]",0.53,MLR,0.15,-0.12,-0.06,-0.34
"[71L, 108L, 134L, 232L]",0.49,MLR,0.1,-0.05,0.07,-0.13
"[24L, 71L, 169L, 222L, 290L, 305L, 311L, 357L, 363L, 368L, 371L]",0.63,MLR,0.36,-0.04,-0.76,-0.34
"[57L, 68L, 76L, 229L, 303L]",0.5,MLR,0.13,-0.08,0.01,-0.19
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L, 384L]",0.27,MLR,0.67,0.43,0.45,0.6
"[3L, 20L, 219L, 332L]",0.65,MLR,0.06,-0.29,-0.47,-0.7
"[31L, 42L, 125L, 178L, 242L]",0.53,MLR,0.13,-0.19,0.07,-0.02
"[32L, 108L, 237L, 367L]",0.77,MLR,0.14,-0.02,-1.57,-1.76
"[163L, 177L, 181L, 197L, 252L, 266L, 356L, 362L, 375L]",0.78,MLR,0.2,-0.44,-0.9,-0.91
"[9L, 31L, 111L, 208L, 324L, 345L, 370L]",0.86,MLR,0.24,0.0,-2.12,-5.6
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[15L, 84L, 89L, 103L, 151L, 253L]",0.99,MLR,0.25,-0.98,-1.18,-3.31
"[27L, 156L, 169L, 233L, 265L, 342L, 372L]",0.7,MLR,0.23,-0.07,-1.09,-0.81
"[35L, 259L, 365L]",0.5,MLR,0.06,-0.1,0.05,-0.31
"[18L, 292L, 316L, 327L, 367L]",0.76,MLR,0.21,0.06,-1.62,-1.46
"[106L, 174L, 176L, 193L, 206L, 241L, 337L, 360L]",0.69,MLR,0.37,-0.0,-1.13,-0.29
"[57L, 121L, 185L, 215L, 240L, 262L, 314L]",0.62,MLR,0.3,-0.15,-0.53,-0.5
"[31L, 69L, 172L, 309L, 376L]",0.58,MLR,0.26,0.02,-0.6,-0.29
"[12L, 142L, 298L, 346L, 364L]",0.5,MLR,0.18,0.01,-0.13,-0.19
"[26L, 149L, 151L, 272L, 283L]",0.61,MLR,0.05,-0.26,-0.26,0.2
"[103L, 121L, 191L, 201L, 325L, 351L]",0.74,MLR,0.16,-0.86,0.0,-0.05
"[15L, 24L, 168L, 227L, 333L, 360L]",0.7,MLR,0.18,-0.41,-0.5,-0.03
"[39L, 217L, 264L, 341L]",0.48,MLR,0.25,-0.0,-0.01,0.06
"[62L, 83L, 244L, 245L, 275L, 316L]",0.47,MLR,0.27,0.08,-0.04,-0.55
"[135L, 205L, 238L, 329L]",0.48,MLR,0.07,-0.11,0.17,-0.05
"[62L, 128L, 211L, 254L, 271L, 332L]",0.63,MLR,0.16,-0.17,-0.54,-0.28
"[6L, 192L, 241L, 312L, 370L]",0.67,MLR,0.2,0.03,-1.1,-0.78
"[20L, 242L, 270L, 285L, 319L, 378L]",0.49,MLR,0.27,-0.03,0.02,-0.32
"[77L, 115L, 128L, 236L, 379L]",0.64,MLR,0.14,-0.08,-0.73,-0.62
"[258L, 264L, 286L, 292L, 306L]",0.54,MLR,0.29,0.02,-0.34,-0.17
"[134L, 146L, 253L]",0.6,MLR,0.06,-0.12,-0.44,-1.59
"[29L, 67L, 196L, 228L, 347L, 372L, 373L]",0.64,MLR,0.18,-0.15,-0.62,-1.11
"[88L, 105L, 119L, 182L, 232L]",0.71,MLR,0.14,-0.48,-0.45,-0.4
"[78L, 143L, 149L, 204L, 276L, 325L]",0.74,MLR,0.1,-0.79,-0.12,-0.19
"[10L, 30L, 39L, 52L, 81L, 121L, 138L, 149L, 364L]",0.69,MLR,0.12,-0.31,-0.63,-0.35
"[109L, 209L, 295L, 305L]",0.58,MLR,0.04,-0.16,-0.3,-0.34
"[166L, 316L, 359L]",0.54,MLR,0.07,-0.1,-0.12,-0.19
"[40L, 55L, 67L, 285L, 353L, 358L]",2.43,MLR,0.09,-0.21,-10.43,-11.21
"[34L, 68L, 80L, 135L, 195L, 199L, 203L, 270L]",0.75,MLR,0.19,-0.97,0.13,-0.07
"[45L, 371L, 383L]",0.51,MLR,0.03,-0.13,0.06,0.06
"[23L, 51L, 92L, 248L, 331L, 348L]",0.5,MLR,0.2,-0.04,-0.03,0.02
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.27,MLR,0.66,0.45,0.41,0.66
"[35L, 134L, 209L, 280L]",0.54,MLR,0.04,-0.14,-0.07,-0.12
"[59L, 71L, 186L, 239L, 274L, 350L]",0.58,MLR,0.01,-0.32,0.0,-0.09
"[73L, 133L, 145L, 175L, 206L, 330L, 362L]",0.53,MLR,0.15,-0.17,0.01,0.11
"[21L, 118L, 365L]",0.56,MLR,0.03,-0.13,-0.21,-0.05
"[33L, 51L, 182L, 226L, 276L, 278L, 297L]",0.79,MLR,0.23,-0.01,-1.7,-2.29
"[3L, 131L, 188L, 207L, 236L, 270L, 357L]",0.55,MLR,0.31,0.0,-0.36,-0.1
"[6L, 133L, 155L, 249L, 302L]",0.63,MLR,0.22,-0.22,-0.44,-0.61
"[27L, 184L, 327L, 329L, 378L]",0.64,MLR,0.14,-0.36,-0.24,-0.04
"[10L, 99L, 171L, 199L, 218L, 270L, 286L, 301L]",0.77,MLR,0.4,-0.86,-0.18,0.23
"[139L, 171L, 252L, 384L]",0.39,MLR,0.3,0.18,0.24,0.14
"[137L, 246L, 353L]",0.72,MLR,0.13,-0.03,-1.24,-0.97
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L, 384L]",0.27,MLR,0.67,0.43,0.45,0.6
"[32L, 149L, 248L, 259L, 260L]",0.47,MLR,0.38,0.12,-0.13,0.23
"[39L, 43L, 190L, 262L, 271L, 310L, 311L]",0.58,MLR,0.33,-0.27,-0.08,0.17
"[18L, 38L, 57L, 127L, 239L]",0.49,MLR,0.2,0.04,-0.11,0.02
"[25L, 30L, 36L, 152L, 170L, 249L, 250L, 304L]",0.41,MLR,0.45,0.21,0.03,0.2
"[1L, 16L, 46L, 129L, 269L, 274L, 288L, 327L]",0.8,MLR,0.22,-0.14,-1.52,-1.67
"[51L, 101L, 141L, 209L, 364L]",0.62,MLR,0.22,-0.39,-0.13,-0.31
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[65L, 144L, 262L]",0.47,MLR,0.25,0.04,-0.0,-0.08
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L]",0.28,MLR,0.66,0.43,0.42,0.66
"[43L, 98L, 151L, 181L, 223L, 374L]",0.59,MLR,0.02,-0.35,-0.01,0.01
"[32L, 61L, 81L, 209L, 223L, 311L, 327L, 357L, 365L]",0.95,MLR,0.35,-0.11,-2.39,-1.84
"[26L, 36L, 49L, 192L, 291L, 304L, 341L]",1.18,MLR,0.05,-2.24,-0.12,-0.4
"[49L, 130L, 149L, 173L, 184L, 220L, 241L, 262L, 265L, 363L, 374L]",0.82,MLR,0.46,-1.02,-0.14,-0.56
"[19L, 121L, 175L, 205L, 223L, 257L]",0.5,MLR,0.29,0.03,-0.13,-0.5
"[32L, 61L, 79L, 84L, 88L, 161L, 275L, 292L, 320L, 359L, 369L]",0.91,MLR,0.26,-0.76,-1.07,-1.45
"[54L, 182L, 250L, 330L]",0.53,MLR,0.1,-0.09,-0.1,0.06
"[58L, 88L, 251L, 294L, 315L]",3.52,MLR,0.15,-0.44,-16.11,-194.96
"[89L, 142L, 210L, 225L, 231L, 277L, 283L, 288L, 291L, 376L]",0.8,MLR,0.2,-0.29,-1.26,-0.76
"[56L, 88L, 89L, 138L, 183L, 267L, 290L]",0.46,MLR,0.32,0.06,0.05,0.21
"[32L, 43L, 111L, 142L, 296L, 333L]",0.84,MLR,0.19,-0.08,-1.87,-2.03
"[35L, 38L, 93L, 113L, 137L, 139L, 225L, 257L]",0.49,MLR,0.39,0.15,-0.3,-0.12
"[47L, 112L, 120L, 128L, 138L, 272L]",0.65,MLR,0.08,-0.23,-0.55,-0.55
"[97L, 137L, 213L, 285L]",1.12,MLR,0.18,0.01,-3.53,-3.19
"[11L, 146L, 160L, 253L, 300L, 345L]",0.95,MLR,0.19,-1.06,-0.84,-1.58
"[65L, 94L, 241L, 260L, 300L]",0.47,MLR,0.24,-0.04,0.14,0.09
"[58L, 228L, 326L]",0.55,MLR,0.04,-0.12,-0.17,-0.11
"[37L, 41L, 117L, 138L, 251L, 281L]",21.11,MLR,0.47,0.26,-114.88,-1290.75
"[57L, 88L, 139L, 187L, 311L, 370L, 382L]",0.48,MLR,0.12,-0.15,0.26,0.38
"[58L, 65L, 69L, 78L, 94L, 123L, 137L, 169L, 178L, 314L, 336L]",0.86,MLR,0.36,-0.63,-1.05,-0.48
"[81L, 223L, 287L, 296L]",0.52,MLR,0.04,-0.14,-0.01,-0.07
"[194L, 198L, 206L, 233L]",0.46,MLR,0.18,0.0,0.11,0.11
"[64L, 147L, 178L, 181L, 182L, 291L, 294L, 303L, 352L]",0.77,MLR,0.19,-0.81,-0.21,-0.85
"[79L, 164L, 170L, 175L, 180L, 258L, 273L, 277L, 349L]",0.39,MLR,0.49,0.22,0.17,-0.24
"[20L, 53L, 115L, 130L, 293L, 366L]",0.63,MLR,0.04,-0.27,-0.38,-0.72
"[38L, 39L, 112L, 130L, 160L, 258L, 277L, 283L, 288L, 364L]",0.64,MLR,0.24,-0.21,-0.53,-0.52
"[117L, 306L, 318L, 352L]",0.48,MLR,0.21,0.03,-0.04,-0.26
"[75L, 140L, 170L, 229L, 329L]",0.47,MLR,0.29,0.0,0.04,0.03
"[52L, 85L, 87L, 124L, 167L, 217L, 373L, 377L]",0.42,MLR,0.42,0.08,0.22,0.27
"[51L, 102L, 138L, 152L, 179L, 259L]",0.49,MLR,0.33,0.08,-0.2,-0.12
"[186L, 240L, 256L, 258L, 301L, 373L]",0.55,MLR,0.16,-0.16,-0.09,-0.54
"[13L, 180L, 321L]",0.52,MLR,0.01,-0.16,0.08,0.2
"[72L, 84L, 102L, 224L, 234L]",0.59,MLR,0.11,-0.36,-0.01,0.05
"[2L, 11L, 134L, 159L, 171L, 270L, 272L, 338L]",0.51,MLR,0.52,0.2,-0.5,-0.29
"[0L, 52L, 78L, 83L, 311L, 318L, 328L, 346L]",1.03,MLR,0.28,-1.06,-1.28,-1.25
"[135L, 180L, 255L, 256L, 381L]",0.55,MLR,0.09,-0.21,-0.04,-0.12
"[7L, 44L, 275L, 340L, 342L, 378L]",0.68,MLR,0.16,-0.1,-0.94,-0.8
"[4L, 6L, 15L, 79L, 205L, 215L, 333L, 356L]",0.73,MLR,0.17,-0.22,-1.0,-0.9
"[54L, 69L, 82L, 93L, 158L, 226L]",0.63,MLR,0.23,0.02,-0.85,-0.25
"[4L, 24L, 293L, 303L, 331L, 352L]",0.63,MLR,0.25,-0.11,-0.63,-0.85
"[50L, 134L, 223L, 287L, 298L]",0.58,MLR,0.09,-0.12,-0.36,-0.54
"[5L, 6L, 12L, 20L, 46L, 194L]",0.7,MLR,0.16,-0.3,-0.72,-0.73
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L, 384L]",0.27,MLR,0.67,0.43,0.45,0.6
"[38L, 101L, 117L, 135L, 188L, 189L, 280L, 361L]",0.67,MLR,0.11,-0.52,-0.19,-0.32
"[49L, 288L, 294L, 311L, 317L, 321L, 341L]",0.57,MLR,0.05,-0.35,0.12,-0.09
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[45L, 97L, 186L, 204L]",0.67,MLR,0.03,-0.6,-0.04,0.09
"[10L, 23L, 36L, 114L, 138L]",0.58,MLR,0.17,-0.05,-0.49,-0.6
"[7L, 13L, 59L, 65L, 70L, 73L, 111L, 158L, 256L, 309L, 346L, 377L]",0.66,MLR,0.15,-0.43,-0.25,-1.79
"[10L, 52L, 58L, 68L, 139L, 262L, 345L, 384L]",0.68,MLR,0.33,-0.58,-0.12,-0.03
"[23L, 61L, 73L, 131L, 141L, 173L, 321L, 372L]",0.49,MLR,0.28,-0.02,0.02,0.13
"[15L, 48L, 82L, 117L, 139L, 205L, 244L]",0.72,MLR,0.18,-0.35,-0.73,-0.09
"[106L, 285L, 328L]",2.26,MLR,0.04,-0.1,-9.67,-9.61
"[162L, 207L, 353L]",0.69,MLR,0.06,-0.11,-0.95,-0.55
"[13L, 131L, 249L]",0.53,MLR,0.11,-0.08,-0.12,0.01
"[36L, 93L, 228L]",0.52,MLR,0.04,-0.1,-0.03,-0.07
"[2L, 63L, 79L, 83L, 99L, 136L, 192L, 344L]",0.76,MLR,0.08,-0.27,-1.07,-1.71
"[10L, 97L, 165L, 206L, 216L, 265L]",0.53,MLR,0.1,-0.16,0.01,0.16
"[40L, 82L, 99L, 176L, 332L, 340L]",1.12,MLR,0.15,-1.53,-0.97,-0.91
"[103L, 122L, 126L, 206L, 258L, 290L, 313L, 343L]",0.58,MLR,0.13,-0.34,0.0,0.18
"[16L, 69L, 116L, 173L, 198L, 336L, 365L]",0.55,MLR,0.37,0.16,-0.66,0.07
"[104L, 184L, 234L, 238L, 339L, 353L]",0.77,MLR,0.13,-0.46,-0.8,-0.39
"[27L, 60L, 83L, 138L, 265L, 355L, 363L]",0.55,MLR,0.25,-0.06,-0.28,-0.2
"[189L, 206L, 207L, 286L, 298L, 358L]",2.31,MLR,0.08,-5.95,-0.15,0.1
"[15L, 56L, 81L, 113L, 218L, 331L, 351L, 355L, 357L]",0.92,MLR,0.19,-0.22,-2.05,-1.38
"[15L, 102L, 183L, 196L]",0.67,MLR,0.21,-0.3,-0.55,0.02
"[116L, 210L, 247L, 283L, 297L, 311L, 336L, 340L, 384L]",1.05,MLR,0.21,-0.52,-2.27,-1.73
"[50L, 100L, 147L, 152L, 163L, 222L, 355L]",0.63,MLR,0.31,0.09,-0.96,-0.88
"[5L, 61L, 79L, 111L, 196L, 276L, 361L]",0.65,MLR,0.12,-0.31,-0.4,-1.12
"[37L, 51L, 54L, 87L, 116L, 134L, 204L, 367L, 374L]",0.72,MLR,0.23,-0.21,-0.94,-0.51
"[28L, 50L, 191L]",0.58,MLR,0.15,0.01,-0.56,-0.47
"[26L, 149L, 153L, 266L, 311L]",0.75,MLR,0.06,-0.89,0.01,-0.3
"[120L, 204L, 224L, 238L, 284L, 364L]",0.57,MLR,0.07,-0.28,-0.03,-0.16
"[153L, 245L, 284L, 376L]",0.54,MLR,0.02,-0.14,-0.07,-0.17
"[63L, 68L, 117L, 173L, 239L, 266L, 269L, 276L, 326L, 364L, 373L]",0.54,MLR,0.42,0.04,-0.4,-0.21
"[49L, 78L, 131L, 139L, 161L, 361L]",0.67,MLR,0.07,-0.35,-0.48,-0.32
"[18L, 161L, 212L, 218L, 308L]",0.59,MLR,0.2,0.01,-0.64,-0.53
"[50L, 73L, 114L, 163L, 262L, 323L, 339L, 351L, 359L, 384L]",0.75,MLR,0.33,-0.35,-0.88,-0.99
"[41L, 158L, 265L, 358L, 374L]",0.57,MLR,0.05,-0.2,-0.16,-0.17
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.27,MLR,0.66,0.45,0.41,0.66
"[36L, 136L, 169L, 176L, 196L, 261L, 384L]",0.48,MLR,0.31,0.08,-0.11,-0.56
"[55L, 77L, 180L, 313L, 359L, 383L]",0.52,MLR,0.07,-0.2,0.11,-0.02
"[52L, 78L, 93L, 108L, 137L, 295L, 381L]",1.04,MLR,0.23,-1.06,-1.31,-1.15
"[137L, 166L, 177L, 184L, 210L, 213L, 224L, 345L, 346L]",1.22,MLR,0.24,-1.99,-0.73,-0.46
"[4L, 24L, 30L, 136L, 193L, 329L]",0.66,MLR,0.18,-0.07,-0.89,-0.53
"[53L, 189L, 190L, 215L, 309L]",2.76,MLR,0.07,-7.34,-0.32,-0.1
"[61L, 74L, 297L, 343L, 353L, 355L]",0.54,MLR,0.27,0.08,-0.42,-0.29
"[132L, 233L, 273L, 341L, 379L]",0.53,MLR,0.1,-0.14,-0.04,-0.22
"[41L, 49L, 120L, 235L, 301L, 357L]",0.55,MLR,0.18,-0.06,-0.28,-0.41
